Name of Institution,Street Address,City,ZIP Code,County,Georeference
Citibank N. A.,66 South Moger Avenue,Mount Kisco,10549,Westchester,POINT (-73.729791 41.206442)
"Capital One, N.A.",366 Route 25A,Rocky Point,11778,Suffolk,POINT (-72.941946 40.945196)
Bank of America N.A. GA1-006-15-40,400 Central Avenue,Lawrence,11559,Nassau,POINT (-73.726943 40.6194)
TD Bank N.A.,225 North Broadway,Hicksville,11801,Nassau,POINT (-73.528823 40.775763)
Woori America Bank,215-10 Northern Blvd,Bayside,11361,Queens,POINT (-73.767008 40.760541)
Sterling National Bank of New York,37-16 30th Street,Long Island City,11103,Queens,POINT (-73.932148 40.754994)
"Community Bank, N.A.",4218 Lakeville Road,Geneseo,14454,Livingston,POINT (-77.791452 42.796429)
TD Bank N.A.,120 East 188th Street,Bronx,10468,Bronx,POINT (-73.899238 40.861999)
Teachers Federal Credit Union,1638 Merrick Road,Merrick,11566,Nassau,POINT (-73.561253 40.653871)
Citibank N. A.,1310 Amsterdam Avenue,New York,10027,New York,POINT (-73.956826 40.812617)
Adirondack Bank,4697 Commercial Drive,New Hartford,13413,Oneida,POINT (-75.311519 43.089216)
Walden Savings Bank,321 Hudson Street,Cornwall,12520,Orange,POINT (-74.021361 41.443998)
Cornerstone Community FCU,4255 Witmer Road,Niagara Falls,14305,Niagara,POINT (-79.012401 43.129982)
G.P.O Federal Credit Union,8585 State Route 28,Barneveld,13304,Oneida,POINT (-75.184114 43.258281)
"Adirondack Trust Company, The",224 Church Avenue,Ballston Spa,12020,Saratoga,POINT (-73.851597 42.990129)
Citibank N. A.,133-07 Rockaway Boulevard,South Ozone Park,11420,Queens,POINT (-73.804929 40.674675)
Bank of Holland,2341 Bowen Road,Elma,14059,Erie,POINT (-78.636845 42.832274)
Generations Bank,19 CAYUGA STREET,SENECA FALLS,13148,Seneca,POINT (-76.795969 42.911313)
Apple Bank For Savings,91-31 Queens Boulevard,Elmhurst,11373,Queens,POINT (-73.86954 40.733401)
Ulster Savings Bank,1571 ULSTER AVENUE,LAKE KATRINE,12449,Ulster,POINT (-73.98927 41.97742)
"JPMorgan Chase Bank, National Association",1100 Kings Highway,Brooklyn,11229,Kings,POINT (-73.9617 40.607398)
Wells Fargo ATM,501 6TH AVENUE,NEW YORK,10011,New York,POINT (-73.9975 40.736446)
"Community Bank, N.A.",25 Water Street,Fort Covington,12937,Franklin,POINT (-74.494377 44.989209)
Pioneer Savings Bank,531 Troy Schenectady Road,Latham,12110,Albany,POINT (-73.763638 42.74989)
Dime Community Bank,1931 Turnbull Avenue,Bronx,10473,Bronx,POINT (-73.857487 40.82291)
"Capital One, N.A.",1941 Williamsbridge Road,Bronx,10461,Bronx,POINT (-73.853624 40.853194)
Bank of America N.A. GA1-006-15-40,1620 Westchester Avenue,Bronx,10472,Bronx,POINT (-73.874313 40.829593)
Cooperative Federal,723 Westcott Street,Syracuse,13210,Onondaga,POINT (-76.11906 43.038242)
Bank of America N.A. GA1-006-15-40,151-16 84th Street,Howard Beach,11414,Queens,POINT (-73.850591 40.667363)
"Community Bank, N.A.",211 Erie Blvd,Canajoharie,13317,Montogomery,POINT (-74.582612 42.905131)
Manufacturers and Traders Trust Company,6560 Fourth Section Road,Brockport,14420,Monroe,POINT (-77.945098 43.198362)
Bank of America N.A. GA1-006-15-40,56 East 42nd Street,New York,10017,New York,POINT (-73.978622 40.752535)
Alma Bank,8424 5th Avenue,Brooklyn,11209,Kings,POINT (-74.025571 40.622291)
Manufacturers and Traders Trust Company,1300 Jefferson Avenue,Buffalo,14208,Erie,POINT (-78.853985 42.910538)
"JPMorgan Chase Bank, National Association",15633 Cross Bay Boulevard,Howard Beach,11414,Queens,POINT (-73.840755 40.663087)
Riverside Federal Credit Union,315 Stahl Road,Getzville,14068,Erie,POINT (-78.768087 43.015087)
Northwest Savings Bank,768 Foote Avenue,Jamestown,14701,Chautauqua,POINT (-79.228323 42.079735)
Watertown Savings Bank,101 Commerce Park Drive,Watertown,13601,Jefferson,POINT (-75.940502 43.977598)
Massena Savings & Loan Association,255 Main Street,Massena,13662,St. Lawrence,POINT (-74.890735 44.924461)
Sidney Federal Credit Union,5 Main Street,Delhi,13753,Delaware,POINT (-74.921558 42.270211)
New York Community Bank,333 CENTRAL AVENUE,LAWRENCE,11559,Nassau,POINT (-73.729961 40.617503)
OceanFirst Bank N.A.,902 Second Avenue,New York,10017,New York,POINT (-73.969255 40.753865)
Bank of America N.A. GA1-006-15-40,200 Saratoga Road #2 ---Route 50,Scotia,12302,Schenectady,
"Key Bank, National Association",274 Elmwood Avenue,Buffalo,14222,Erie,POINT (-78.877133 42.9043)
"JPMorgan Chase Bank, National Association",8 CHATHAM SQUARE,NEW YORK,10038,New York,POINT (-73.998015 40.713787)
"Key Bank, National Association",26 West Main Street,Sodus,14551,Wayne,POINT (-77.062731 43.236087)
Ballston Spa National Bank,124 Dunning Street,Ballston Spa,12020,Saratoga,POINT (-73.791309 42.971309)
Bank of America N.A. GA1-006-15-40,980 Ridge Road,Webster,14580,Monroe,POINT (-77.459439 43.20894)
Bethpage Federal Credit Union,1800 Grand Avenue,Baldwin,11510,Nassau,POINT (-73.608177 40.666819)
"Key Bank, National Association",804 Hopkins Road,Amherst,14221,Erie,POINT (-78.739434 43.002011)
People's United Bank,534 Middle Neck Road,Great Neck,11023,Nassau,POINT (-73.734857 40.800809)
"NBT Bank, National Association",6930 East Genesee Street,Fayetteville,13066,Onondaga,POINT (-76.043031 43.028151)
Wells Fargo ATM,120 Seventh Avenue,New York,10011,New York,POINT (-73.998136 40.740659)
"Berkshire Bank (Pittsfield, MA)",100 West Dominick Street,Rome,13440,Oneida,POINT (-75.457839 43.210881)
"JPMorgan Chase Bank, National Association",350 Stewart Avenue,Garden City,11530,Nassau,POINT (-73.635687 40.72632)
TD Bank N.A.,1122-1126 Kings Highway,Brooklyn,11229,Kings,POINT (-73.961771 40.607372)
Seneca Savings,414 Ash St,Syracuse,13208,Onondaga,POINT (-76.148817 43.060725)
"JPMorgan Chase Bank, National Association",633 Third Avenue,New York,10017,New York,POINT (-73.97516 40.749805)
Jovia Financial Credit Union,356 New York Avenue,Huntington Village,11743,Suffolk,POINT (-73.426123 40.870105)
Bank of America N.A. GA1-006-15-40,671 Park Avenue,Rochester,14607,Monroe,POINT (-77.577721 43.148097)
Santander Bank,2429 Jackson Avenue,Long Island City,11101,Queens,POINT (-73.944388 40.746372)
Jovia Financial Credit Union,6414 Jericho Turnpike,Commack,11725,Suffolk,POINT (-73.293928 40.843055)
Seneca Savings,8040 River Road,Baldwinsville,13027,Onondaga,POINT (-76.278377 43.159927)
Teachers Federal Credit Union,460 Country Road 111,Manorville,11949,Nassau,POINT (-72.742447 40.849412)
"Elmira Savings Bank, FSB",930 West Church Street,Elmira,14905,Chemung,POINT (-76.831937 42.082865)
Citibank N. A.,50 Avenue A,New York,10009,New York,POINT (-73.985081 40.723929)
Bank of America N.A. GA1-006-15-40,72 Second Avenue,New York,10003,New York,POINT (-73.989348 40.726297)
"Capital One, N.A.",1276 Fulton Avenue,Bronx,10456,Bronx,POINT (-73.903756 40.83175)
Adirondack Bank,29 West Main Street,Mohawk,13407,Herkimer,POINT (-75.005787 43.01112)
"NBT Bank, National Association",10 CANAL STREET,OXFORD,13830,Chenango,POINT (-75.598185 42.441449)
"Community Bank, N.A.",Hartwick College,Oneonta,13820,Otsego,
Generations Bank,6120 Route 96,Farmington,14425,Ontario,POINT (-77.359023 42.974369)
Citizens Bank,453 Route 9,Poughkeepsie,12603,Dutchess,POINT (-73.933783 41.733804)
Apple Bank For Savings,122 EAST 42ND STREET,NEW YORK,10168,New York,POINT (-73.976348 40.75157)
Five Star Bank,3177 Chili Avenue,Rochester,14624,Monroe,POINT (-77.746496 43.106979)
Apple Bank For Savings,200 Birch Hill Road,Locust Valley,11560,Nassau,POINT (-73.596242 40.879593)
Western New York Federal Credit Union,1937 UNION ROAD,WEST SENECA,14224,Erie,POINT (-78.754645 42.853086)
The Bank of Greene County,4 Garland Lane,Greenville,12083,Greene,POINT (-74.017615 42.426078)
TD Bank N.A.,1995 Broadway,New York,10023,New York,POINT (-73.98229 40.775457)
"NBT Bank, National Association","194 Main Street, Route 20",Richfield Springs,13439,Otsego,POINT (-74.980629 42.852867)
"JPMorgan Chase Bank, National Association",7906 Broadway,Elmhurst,11373,Queens,POINT (-73.885611 40.744207)
"Capital One, N.A.",2123 Avenue U,Brooklyn,11229,Kings,POINT (-73.949593 40.599585)
Wells Fargo ATM,24 Chase Road,Scarsdale,10583,Westchester,POINT (-73.806338 40.989639)
Fulton Savings Bank,75 South First Street,Fulton,13069,Oswego,POINT (-76.417101 43.322747)
"JPMorgan Chase Bank, National Association",171 West 57th Street,New York,10019,New York,POINT (-73.979712 40.76539)
"JPMorgan Chase Bank, National Association",407 Broadway,New York,10013,New York,POINT (-74.002319 40.718892)
"Key Bank, National Association",154 Quaker Road,Queensbury,12804,Warren,POINT (-73.659227 43.331944)
Canandaigua National Corporation,1155 Ridge Road,Webster,14580,Monroe,POINT (-77.44363 43.210506)
TD Bank N.A.,68 Mill Hill Road,Woodstock,12498,Ulster,POINT (-74.114046 42.038878)
Pathfinder Bank,3361 Main Street,Mexico,13114,Oswego,POINT (-76.237209 43.459984)
Sterling National Bank of New York,995 Hicksville Road,Massapequa,11758,Nassau,POINT (-73.477891 40.691351)
"JPMorgan Chase Bank, National Association",2623 East 17th,Brooklyn,11235,Kings,POINT (-73.952324 40.58748)
Manufacturers and Traders Trust Company,5 Market Street,Corning,14830,Steuben,POINT (-77.054854 42.14347)
"Key Bank, National Association",1004 East Adam Street,Syracuse,13210,Onondaga,POINT (-76.135984 43.042666)
"JPMorgan Chase Bank, National Association",975 Bedford Avenue,Brooklyn,11205,Kings,POINT (-73.955379 40.690765)
"Adirondack Trust Company, The",112 Broadway,Saratoga Springs,12866,Saratoga,
Manufacturers and Traders Trust Company,911 Central Avenue,Albany,12206,Albany,POINT (-73.791629 42.681478)
Manufacturers and Traders Trust Company,955-969 Payne Avenue,North Tonawanda,14120,Niagara,POINT (-78.877714 43.050287)
New York Community Bank,100 DUFFY AVENUE,HICKSVILLE,11801,Nassau,POINT (-73.527595 40.766194)
"Key Bank, National Association",3636 Dewey Avenue,Rochester,14616,Monroe,POINT (-77.646877 43.236154)
Municipal Credit Union,560 Courtland Avenue,Bronx,10451,Bronx,POINT (-73.919456 40.816741)
Citibank N. A.,94-20 Guy R. Brewer Boulevard,Jamaica,11452,Queens,POINT (-73.795648 40.702662)
First Republic Bank,1230 Avenue of the Americas,New York,10020,New York,POINT (-73.981018 40.759076)
"NBT Bank, National Association",8250 Manilus-Cazenovia Road,Manilus,13104,Onondaga,POINT (-75.95599 42.991234)
Lyons National Bank,5996 New Hartford Street,Wolcott,14590,Wayne,POINT (-76.814983 43.219131)
"North Country Savings Bank, The",20 COURT STREET,CANTON,13617,St. Lawrence,POINT (-75.169365 44.596386)
"Key Bank, National Association",3225 Monroe Avenue,Rochester,14618,Monroe,POINT (-77.540512 43.104932)
Empower Federal Credit Union,351 North Main Street,Elmira,14901,Chemung,POINT (-76.808776 42.090829)
"Community Bank, N.A.",300 West Water Street,Elmira,14901,Chemung,POINT (-76.810154 42.087091)
"Key Bank, National Association",2791 Ridge Road West,Rochester,14626,Monroe,POINT (-77.702994 43.210012)
"JPMorgan Chase Bank, National Association",2030  Broadway,New York,10023,New York,POINT (-73.98199 40.776717)
AmeriCU Credit Union,5212 West Genesee Street,Camillus,13031,Onondaga,POINT (-76.267724 43.041315)
Citizens Bank,120 Washington Avenue Extension,Albany,12203,Albany,POINT (-73.842758 42.690286)
New York Community Bank,93 22 JAMAICA AVENUE,WOODHAVEN,11421,Queens,
"Key Bank, National Association",410 Towne Road,Fayetteville,13066,Onondaga,POINT (-76.021228 43.031116)
"Capital One, N.A.",1425 Rockaway Parkway,Brooklyn,11236,Kings,POINT (-73.902459 40.645268)
"Key Bank, National Association",2318 Delaware Avenue,Buffalo,14216,Erie,POINT (-78.868456 42.947353)
Bank of America N.A. GA1-006-15-40,266 Broadway,Brooklyn,11211,Kings,POINT (-73.959076 40.708809)
"Key Bank, National Association",2952 Saunders Settlement Road,Sanborn,14132,Niagara,POINT (-78.884445 43.143267)
New York Community Bank,1759 CENTRAL PARK AVENUE,YONKERS,10710,Westchester,POINT (-73.841812 40.958972)
"JPMorgan Chase Bank, National Association",329 Fayette Street,Manlius,13104,Onondaga,POINT (-75.984171 43.005672)
Rhinebeck Savings Bank,1898 South Road,Poughkeepsie,12601,Dutchess,POINT (-73.916631 41.618707)
"Key Bank, National Association",17 South Broadway,Nyack,10960,Rockland,POINT (-73.918509 41.090066)
"JPMorgan Chase Bank, National Association",5 West Burnside Avenue,Bronx,10453,Bronx,POINT (-73.907602 40.853859)
"First National Bank of Dryden, The",120 North Street,Dryden,13053,Tompkins,POINT (-76.298138 42.499212)
Banco Popular North America,166 Livingston Street,Brooklyn,11201,Kings,POINT (-73.987319 40.690247)
"Capital One, N.A.",300 East 55th Street,New York,10022,New York,POINT (-73.965918 40.757863)
Ponce Bank,51 EAST 170TH STREET,BRONX,10452,Bronx,POINT (-73.916459 40.839765)
"JPMorgan Chase Bank, National Association",719 West Nyack Road,West Nyack,10994,Rockland,POINT (-73.971538 41.094006)
Webster Bank,17 Popham Road,Scarsdale,10583,Westchester,POINT (-73.808872 40.988779)
Bank of America N.A. GA1-006-15-40,33 New Scotland Avenue,Albany,12208,Albany,POINT (-73.773449 42.653639)
Bank of America N.A. GA1-006-15-40,534 5th Avenue,Brooklyn,11215,Kings,POINT (-73.988917 40.666033)
"JPMorgan Chase Bank, National Association",92 Main Street,Yonkers,10701,Westchester,POINT (-73.902956 40.934811)
Cayuga Lake National Bank,397 Main Street,Aurora,13026,Cayuga,POINT (-76.70275 42.755032)
New York Community Bank,4848 MERRICK ROAD,MASSAPEQUA PARK,11762,Nassau,POINT (-73.454965 40.666403)
Bank of America N.A. GA1-006-15-40,1012 Payne Avenue,North Tonawanda,14120,Niagara,POINT (-78.877848 43.050567)
Valley National Bank,1040 Sixth Avenue,New York,10018,New York,POINT (-73.985365 40.753093)
Wells Fargo ATM,103 Old Country Road,Carle Place,11514,Nassau,POINT (-73.619676 40.742549)
Empire Federal Credit Union,2783 NY Rt. 31,Weedsport,13166,Cayuga,POINT (-76.556442 43.055679)
"Key Bank, National Association",55 Douglas Lane,East Aurora,14052,Erie,POINT (-78.631146 42.766672)
"Community Bank, N.A.",39 NORTH PEARL STREET,ALBANY,12207,Albany,POINT (-73.751942 42.650937)
Manufacturers and Traders Trust Company,7095 Manlius Center Road,East Syracuse,13057,Onondaga,POINT (-76.032182 43.062371)
PCSB Bank,150 ROUTE 6,MAHOPAC,10541,Putnam,POINT (-73.756169 41.347818)
Ballston Spa National Bank,1714 ROUTE 9,CLIFTON PARK,12065,Saratoga,POINT (-73.770053 42.864805)
TD Bank N.A.,4526 13th Avenue,Borough Park,11219,Kings,POINT (-73.989935 40.637111)
Bank of America N.A. GA1-006-15-40,60 Hempstead Avenue,West Hempstead,11552,Nassau,POINT (-73.64019 40.703572)
Citizens Bank,18 Washington Avenue,Endicott,13760,Broome,POINT (-76.048362 42.104382)
"JPMorgan Chase Bank, National Association",156 Mount Vernon Avenue,Mount Vernon,10550,Westchester,POINT (-73.849696 40.913362)
People's United Bank,14 Mamaroneck Avenue,White Plains,10601,Westchester,POINT (-73.76665 41.032235)
Alden State Bank,13216 Broadway,Alden,14004,Erie,POINT (-78.495461 42.900207)
"JPMorgan Chase Bank, National Association",840 Sunrise Highway,Bay Shore,11706,Suffolk,POINT (-73.278733 40.729135)
"NBT Bank, National Association",One Wall Street,Oneonta,13820,Otsego,
Wells Fargo ATM,374 6th Avenue,New York,,New York,POINT (-74.000197 40.732739)
Sterling National Bank of New York,153-17 Cross Island Parkway,Whitestone,11357,Queens,POINT (-73.809562 40.787042)
Finger Lakes Health Care Federal Credit Union,600 Roe Avenue,Elmira,14905,Chemung,POINT (-76.827279 42.100193)
North East Community Bank,52 Baker Town Road,Monroe,10950,Orange,POINT (-74.390484 41.490385)
"Berkshire Bank (Pittsfield, MA)",1300 Erie Boulevard West,Rome,13440,Oneida,POINT (-75.491231 43.228126)
State Employees Federal Credit Union,3155 Niagara Falls Boulevard,Amherst,14226,Erie,POINT (-78.823702 43.038444)
"JPMorgan Chase Bank, National Association",61 Smith Street,Nanuet,10954,Rockland,POINT (-73.999537 41.093302)
"JPMorgan Chase Bank, National Association",305 Seventh Avenue,New York,10001,New York,POINT (-73.993683 40.74676)
"Key Bank, National Association",2911 Walden Avenue,Depew,14043,Erie,POINT (-78.726799 42.909292)
"Summit Federal Credit Union, The",123 Fall Street,Seneca Falls,13148,Seneca,POINT (-76.79886 42.910512)
First National Bank of Long Island,1050 Franklin Avenue,Garden City,11530,Nassau,POINT (-73.636221 40.731091)
"JPMorgan Chase Bank, National Association",8 CHATHAM SQUARE,NEW YORK,10038,New York,POINT (-73.998015 40.713787)
"JPMorgan Chase Bank, National Association",158 West 14th Street,New York,10011,New York,POINT (-73.999267 40.738381)
"Key Bank, National Association",1505 Route 22,Brewster,10509,Putnam,POINT (-73.577036 41.421713)
"Capital One, N.A.",82 East Main Street,Smithtown,11787,Suffolk,POINT (-73.190323 40.855942)
"Capital One, N.A.",57 Purchase Street,Rye,10580,Westchester,POINT (-73.68484 40.983719)
"JPMorgan Chase Bank, National Association",216 Old Country Road,Mineola,11501,Nassau,POINT (-73.639982 40.738824)
"Community Bank, N.A.",1608 Main Street,Woodhull,14898,Steuben,POINT (-77.409242 42.079772)
Industrial and Commercial Bank of China (USA) NA,202 Canal Street,New York,10013,New York,POINT (-73.998412 40.717004)
"JPMorgan Chase Bank, National Association",1690 Hylan Boulevard,Staten Island,10305,Richmond,POINT (-74.091189 40.587453)
Palisades Federal Credit Union,16 ORANGETOWN CENTER,ORANGEBURG,10962,Rockland,POINT (-74.317577 41.404098)
Bank of America N.A. GA1-006-15-40,3333 West Henrietta Road,Rochester,14623,Monroe,POINT (-77.636907 43.086971)
"Key Bank, National Association",95 Wolf Road,Colonie,12205,Albany,POINT (-73.811257 42.715607)
"JPMorgan Chase Bank, National Association",1901 86th Street,Brooklyn,11214,Kings,POINT (-74.000225 40.605793)
TD Bank N.A.,1946 Campus Drive,Hyde Park,12538,Dutchess,POINT (-73.931813 41.746236)
"Key Bank, National Association",202 Main Street,Oneonta,13820,Otsego,POINT (-75.061968 42.453925)
TD Bank N.A.,78 Brookside Avenue,Chester,10918,Orange,POINT (-74.284768 41.357975)
TD Bank N.A.,540 Jericho Turnpike,Syosset,11791,Nassau,POINT (-73.497184 40.810764)
Jovia Financial Credit Union,1000 CORPORATE DRIVE,WESTBURY,11590,Nassau,POINT (-73.600753 40.740592)
"JPMorgan Chase Bank, National Association",8 CHATHAM SQUARE,NEW YORK,10038,New York,POINT (-73.998015 40.713787)
Maspeth Federal Savings & Loan,801 Jericho Turnpike,New Hyde Park,11040,Nassau,POINT (-73.686392 40.732364)
Trustco Bank N.A. CTF,1400 Altamont Avenue,Schenectady,12303,Schenectady,POINT (-73.943134 42.786069)
"Key Bank, National Association",475 Albany Shaker Road,Loudonville,12211,Albany,POINT (-73.777962 42.7075)
Manufacturers and Traders Trust Company,65 Broad Street,Tonawanda,14150,Erie,POINT (-78.877587 43.018867)
